CityNumber,City,CountryName,Lat,Lng,MaxTemp,Humidity,Cloudiness,WindSpeed,Continent,Country,Date
253,Srisailam,India,16.07,78.87,65.48,81,8,2.62,Asia,IN,3/22/2019
254,Byron Bay,Australia,-28.65,153.62,84.99,69,90,5.08,Oceania,AU,3/22/2019
255,Petropavlovsk-Kamchatskiy,Russian Federation,53.05,158.65,17.6,44,40,2.24,Europe,RU,3/21/2019
255,Petropavlovsk-Kamchatskiy,Russian Federation,53.05,158.65,17.6,44,40,2.24,Asia,RU,3/21/2019
256,Hajnowka,Poland,52.74,23.58,51.01,83,48,4,Europe,PL,3/22/2019
257,Thinadhoo,Maldives,0.53,72.93,84.83,100,76,7.99,Asia,MV,3/22/2019
258,Dikson,Russian Federation,73.51,80.55,3.02,93,12,13.91,Europe,RU,3/22/2019
258,Dikson,Russian Federation,73.51,80.55,3.02,93,12,13.91,Asia,RU,3/22/2019
259,Gura Foii,Romania,44.75,25.29,46,93,0,8.05,Europe,RO,3/22/2019
260,Segezha,Russian Federation,63.74,34.31,31.01,91,80,6.2,Europe,RU,3/22/2019
260,Segezha,Russian Federation,63.74,34.31,31.01,91,80,6.2,Asia,RU,3/22/2019
261,Phuthaditjhaba,South Africa,-28.53,28.82,49.55,94,88,1.95,Africa,ZA,3/22/2019
262,San Quintin,Philippines,17.54,120.52,76.91,65,0,4.18,Asia,PH,3/22/2019
263,Seoul,Korea,37.57,126.98,33.8,80,90,1.12,Asia,KR,3/21/2019
264,Port Blair,India,11.67,92.75,82.31,100,12,12.12,Asia,IN,3/22/2019
265,Ucluelet,Canada,48.94,-125.55,61,87,90,9.17,North America,CA,3/22/2019
266,Nuuk,Greenland,64.17,-51.74,-0.01,84,90,4.7,North America,GL,3/22/2019
267,Dong Hoi,Vietnam,17.48,106.6,78.44,92,0,3.62,Asia,VN,3/22/2019
268,Lokosovo,Russian Federation,61.13,74.84,29.21,95,88,7.76,Europe,RU,3/22/2019
268,Lokosovo,Russian Federation,61.13,74.84,29.21,95,88,7.76,Asia,RU,3/22/2019
269,Abaza,Russian Federation,52.65,90.1,7.79,63,0,2.28,Europe,RU,3/22/2019
269,Abaza,Russian Federation,52.65,90.1,7.79,63,0,2.28,Asia,RU,3/22/2019
270,Ust-Nera,Russian Federation,64.57,143.24,-11.56,66,8,2.62,Europe,RU,3/22/2019
270,Ust-Nera,Russian Federation,64.57,143.24,-11.56,66,8,2.62,Asia,RU,3/22/2019
271,Tiksi,Russian Federation,71.64,128.87,3.2,63,0,17.05,Europe,RU,3/22/2019
271,Tiksi,Russian Federation,71.64,128.87,3.2,63,0,17.05,Asia,RU,3/22/2019
272,Pevek,Russian Federation,69.7,170.27,-5.62,100,68,2.17,Europe,RU,3/22/2019
272,Pevek,Russian Federation,69.7,170.27,-5.62,100,68,2.17,Asia,RU,3/22/2019
273,Clyde River,Canada,70.47,-68.59,-22.01,67,75,8.05,North America,CA,3/22/2019
274,Mackay,Canada,53.65,-115.58,57.2,37,5,9.17,North America,CA,3/22/2019
275,Berdigestyakh,Russian Federation,62.1,126.7,-8.77,64,0,3.29,Europe,RU,3/22/2019
275,Berdigestyakh,Russian Federation,62.1,126.7,-8.77,64,0,3.29,Asia,RU,3/22/2019
276,Richards Bay,South Africa,-28.77,32.06,68.99,100,92,6.64,Africa,ZA,3/22/2019
277,Shipunovo,Russian Federation,52.22,82.26,2.57,56,0,2.95,Europe,RU,3/22/2019
277,Shipunovo,Russian Federation,52.22,82.26,2.57,56,0,2.95,Asia,RU,3/22/2019
278,Muros,Spain,42.77,-9.06,53.01,81,0,4.7,Europe,ES,3/22/2019
279,Yaan,Nigeria,7.38,8.57,75.92,86,36,9.55,Africa,NG,3/22/2019
280,Chuy,Uruguay,-33.69,-53.46,61.34,92,0,8.77,South America,UY,3/22/2019
281,Bondo,Congo,3.81,23.69,78.71,73,12,2.95,Africa,CD,3/22/2019
282,Camocim,Brazil,-2.9,-40.84,75.11,100,92,4.18,South America,BR,3/22/2019
283,Yarada,India,17.65,83.27,77,88,20,2.24,Asia,IN,3/21/2019
284,San Policarpo,Philippines,12.18,125.51,77.27,99,88,9.22,Asia,PH,3/22/2019
285,Glenn Heights,United States of America,32.55,-96.86,73.99,24,1,6.93,North America,US,3/22/2019
286,Pangody,Russian Federation,65.85,74.49,24.8,91,88,8.43,Europe,RU,3/22/2019
286,Pangody,Russian Federation,65.85,74.49,24.8,91,88,8.43,Asia,RU,3/22/2019
287,Luau,Congo,-10.7,22.23,70.07,86,64,2.17,Africa,CD,3/22/2019
288,Bad Langensalza,Germany,51.11,10.65,46.99,75,0,2.24,Europe,DE,3/22/2019
289,Morden,Canada,49.19,-98.1,41,65,1,8.05,North America,CA,3/22/2019
290,Nsanje,Mozambique,-16.92,35.26,73.94,93,48,3.06,Africa,MZ,3/22/2019
291,Ler,Norway,63.2,10.3,39,69,0,20.8,Europe,NO,3/22/2019
292,Vila Franca do Campo,Portugal,37.72,-25.43,57.2,82,75,2.24,Europe,PT,3/22/2019
293,Middlebury,United States of America,44.01,-73.17,42.01,93,90,5.82,North America,US,3/22/2019
294,Mayor Pablo Lagerenza,Paraguay,-19.93,-60.77,67.37,87,44,9.78,South America,PY,3/22/2019
295,Marienburg,Germany,52.12,9.98,44.01,93,20,2.73,Europe,DE,3/22/2019
296,Adrar,Algeria,27.87,-0.29,59,30,0,13.87,Africa,DZ,3/22/2019
297,Kutina,Croatia,45.48,16.78,36,80,0,3.36,Europe,HR,3/22/2019
298,Bridlington,United Kingdom of Great Britain & Northern Ireland,54.08,-0.19,54,87,56,3.36,Europe,GB,3/22/2019
299,Ponerihouen,New Caledonia,-21.08,165.4,79.61,100,88,15.26,Oceania,NC,3/22/2019
300,Bubaque,Guinea-Bissau,11.28,-15.83,76.01,100,0,14.7,Africa,GW,3/22/2019
301,Mbandaka,Congo,0.05,18.26,71.33,100,68,4.18,Africa,CD,3/22/2019
302,Dire,Ethiopia,9.18,38.92,64.4,45,40,6.93,Africa,ET,3/22/2019
303,Ous,Russian Federation,60.91,61.52,18.32,74,0,3.4,Europe,RU,3/22/2019
303,Ous,Russian Federation,60.91,61.52,18.32,74,0,3.4,Asia,RU,3/22/2019
304,Kununurra,Australia,-15.77,128.74,89.6,55,0,8.05,Oceania,AU,3/21/2019
305,Aksaray,Turkey,38.37,34.03,37.4,59,0,6.93,Europe,TR,3/21/2019
305,Aksaray,Turkey,38.37,34.03,37.4,59,0,6.93,Asia,TR,3/21/2019
306,Mosetse,Botswana,-20.64,26.64,78.89,38,0,12.35,Africa,BW,3/22/2019
307,Half Moon Bay,United States of America,37.46,-122.43,63,76,1,11.41,North America,US,3/22/2019
308,Gweta,Botswana,-20.21,25.26,81.32,33,48,12.8,Africa,BW,3/22/2019
309,Ilhabela,Brazil,-23.78,-45.36,73.67,100,92,14.25,South America,BR,3/22/2019
310,Paradise,United States of America,36.12,-115.17,62.6,21,20,13.87,North America,US,3/22/2019
311,Conde,Brazil,-11.81,-37.61,83.39,82,24,11.23,South America,BR,3/22/2019
312,Laguna,Mexico,27.52,-110.01,77,29,40,14.99,North America,MX,3/21/2019
313,Rocha,Uruguay,-34.48,-54.34,56.39,69,0,6.98,South America,UY,3/22/2019
314,Evinayong,Equatorial Guinea,1.44,10.55,70.16,96,80,3.06,Africa,GQ,3/22/2019
315,Carutapera,Brazil,-1.2,-46.02,77.27,98,76,3.74,South America,BR,3/22/2019
316,Mananjary,Madagascar,-19.16,46.8,58.37,94,32,2.62,Africa,MG,3/22/2019
317,Lavrentiya,Russian Federation,65.58,-170.99,5.36,100,80,37.96,Europe,RU,3/22/2019
317,Lavrentiya,Russian Federation,65.58,-170.99,5.36,100,80,37.96,Asia,RU,3/22/2019
318,Brae,United Kingdom of Great Britain & Northern Ireland,60.4,-1.35,46.4,70,92,21.92,Europe,GB,3/21/2019
319,Ambanja,Madagascar,-13.68,48.45,72.32,98,88,2.06,Africa,MG,3/22/2019
320,Chapais,Canada,49.78,-74.86,33.8,87,90,12.75,North America,CA,3/22/2019
321,Voh,New Caledonia,-20.95,164.69,82.04,89,88,11.01,Oceania,NC,3/22/2019
322,Victoria,Brunei Darussalam,5.28,115.24,80.6,88,75,2.24,Asia,BN,3/21/2019
323,Clearwater,United States of America,27.97,-82.8,66.99,59,1,9.17,North America,US,3/22/2019
324,Waverly,United States of America,37.04,-77.1,46.99,81,90,8.05,North America,US,3/22/2019
325,Katsuura,Japan,33.93,134.5,55,66,75,18.34,Asia,JP,3/22/2019
326,Berekum,Ghana,7.45,-2.58,70.61,96,64,4.29,Africa,GH,3/22/2019
327,Kushima,Japan,31.5,131.29,59,62,75,14.99,Asia,JP,3/22/2019
328,Igrim,Russian Federation,63.19,64.42,24.26,87,0,5.97,Europe,RU,3/22/2019
328,Igrim,Russian Federation,63.19,64.42,24.26,87,0,5.97,Asia,RU,3/22/2019
329,Tateyama,Japan,36.66,137.31,51.01,81,75,8.05,Asia,JP,3/22/2019
330,Ketchikan,United States of America,55.34,-131.65,51.8,62,40,11.41,North America,US,3/22/2019
331,Erie,United States of America,42.13,-80.09,41,93,90,5.82,North America,US,3/22/2019
332,Katobu,Indonesia,-4.94,122.53,81.59,100,12,2.95,Asia,ID,3/22/2019
333,Horsham,Australia,-36.71,142.2,72.86,78,20,5.86,Oceania,AU,3/22/2019
334,Trinidad,Uruguay,-33.52,-56.9,57.47,64,36,8.77,South America,UY,3/22/2019
335,Padang,Indonesia,-0.92,100.36,75.2,94,40,1.12,Asia,ID,3/21/2019
336,Esperance,Trinidad and Tobago,10.24,-61.45,80.6,69,20,6.93,North America,TT,3/22/2019
337,Vao,Estonia,59.1,26.19,34.79,99,68,14.58,Europe,EE,3/22/2019
338,Jining,China,35.41,116.58,48.99,28,64,7.2,Asia,CN,3/22/2019
339,Sangar,Russian Federation,63.92,127.47,-12.55,58,0,1.95,Europe,RU,3/22/2019
339,Sangar,Russian Federation,63.92,127.47,-12.55,58,0,1.95,Asia,RU,3/22/2019
340,Bowen,Australia,-20.01,148.25,84,88,64,2.24,Oceania,AU,3/22/2019
341,Eureka,United States of America,40.8,-124.16,59,71,1,6.93,North America,US,3/22/2019
342,Zabol,Iran,31.03,61.49,57.2,50,0,11.41,Asia,IR,3/22/2019
343,Sao Joao da Barra,Brazil,-21.64,-41.05,73.4,94,90,11.41,South America,BR,3/21/2019
344,Abilene,United States of America,32.45,-99.73,69.8,26,1,9.17,North America,US,3/22/2019
345,Shenzhen,China,22.54,114.05,78.01,83,40,8.05,Asia,CN,3/22/2019
346,San Felipe,Chile,-32.75,-70.73,72,28,0,1.01,South America,CL,3/22/2019
347,Faya,Saudi Arabia,18.39,42.45,60.8,58,0,5.82,Asia,SA,3/22/2019
348,Panama City,United States of America,30.16,-85.65,64.4,44,1,6.93,North America,US,3/22/2019
349,Sur,Oman,22.57,59.53,72.32,93,8,8.88,Asia,OM,3/22/2019
350,Loandjili,Congo,-4.77,11.87,84.2,83,40,10.29,Africa,CG,3/22/2019
351,Altamont,Canada,49.4,-98.5,42.01,65,1,8.05,North America,CA,3/22/2019
352,Benguela,Angola,-12.58,13.4,79.34,100,8,5.19,Africa,AO,3/22/2019
353,Noumea,New Caledonia,-22.28,166.46,87.8,62,0,3.36,Oceania,NC,3/21/2019
354,Ha Giang,Vietnam,22.83,104.99,61.7,76,0,1.72,Asia,VN,3/22/2019
355,Hay River,Canada,60.82,-115.79,53.6,37,40,12.75,North America,CA,3/22/2019
356,Piacabucu,Brazil,-10.41,-36.43,73.76,98,24,6.31,South America,BR,3/22/2019
357,Havoysund,Norway,71,24.66,33.8,69,75,39.15,Europe,NO,3/21/2019
358,San Juan,Puerto Rico,18.47,-66.12,80.6,57,1,3.36,North America,PR,3/22/2019
359,Daraitan,Philippines,14.6,121.43,84,69,20,6.93,Asia,PH,3/22/2019
360,Vostok,Russian Federation,46.45,135.83,17.24,69,80,4.41,Europe,RU,3/22/2019
360,Vostok,Russian Federation,46.45,135.83,17.24,69,80,4.41,Asia,RU,3/22/2019
361,Belyy Yar,Russian Federation,53.6,91.39,12.2,85,0,2.24,Europe,RU,3/21/2019
361,Belyy Yar,Russian Federation,53.6,91.39,12.2,85,0,2.24,Asia,RU,3/21/2019
362,Rabo de Peixe,Portugal,37.8,-25.58,57.2,82,75,2.24,Europe,PT,3/22/2019
363,Umm Kaddadah,Sudan,13.6,26.69,66.38,18,0,8.77,Africa,SD,3/22/2019
364,Kasongo-Lunda,Congo,-6.48,16.82,70.07,90,32,2.17,Africa,CD,3/22/2019
365,Samarai,Papua New Guinea,-10.62,150.67,80.06,100,76,9.78,Oceania,PG,3/22/2019
366,Norfolk,United States of America,36.85,-76.29,50,87,90,19.46,North America,US,3/22/2019
367,Walvis Bay,Namibia,-22.95,14.51,61,87,0,11.41,Africa,,3/22/2019
368,Natal,Brazil,-5.81,-35.21,82.4,78,20,5.82,South America,BR,3/21/2019
369,Zaozhuang,China,34.86,117.55,37.49,56,0,5.75,Asia,CN,3/22/2019
370,Nome,United States of America,30.04,-94.42,73,30,1,5.82,North America,US,3/22/2019
371,Tocopilla,Chile,-22.09,-70.2,63.95,97,0,3.4,South America,CL,3/22/2019
372,Pemberton,Australia,-34.44,116.03,64.99,95,88,4,Oceania,AU,3/22/2019
373,Plattsburgh,United States of America,44.69,-73.46,42.8,80,90,18.34,North America,US,3/22/2019
374,Vila Velha,Brazil,-3.71,-38.6,82.4,78,40,3.36,South America,BR,3/22/2019
375,Flinders,Australia,-34.58,150.85,78.01,83,75,1.12,Oceania,AU,3/22/2019
376,Taltal,Chile,-25.41,-70.49,62.24,87,0,2.39,South America,CL,3/22/2019
377,San Alberto,Paraguay,-24.98,-54.91,69.8,83,0,6.93,South America,PY,3/21/2019
378,Ayr,United Kingdom of Great Britain & Northern Ireland,55.46,-4.63,50,87,75,11.41,Europe,GB,3/22/2019
379,Cap Malheureux,Mauritius,-19.98,57.61,82.4,74,75,4.7,Africa,MU,3/22/2019
380,Belen,Turkey,36.49,36.19,55.99,93,0,4.7,Europe,TR,3/22/2019
380,Belen,Turkey,36.49,36.19,55.99,93,0,4.7,Asia,TR,3/22/2019
381,Shar,Nigeria,7.3,8.73,78.08,81,88,12.24,Africa,NG,3/22/2019
382,Antsohihy,Madagascar,-14.88,47.99,73.04,100,56,1.72,Africa,MG,3/22/2019
383,Cairns,Australia,-16.92,145.77,78.01,78,75,10.29,Oceania,AU,3/22/2019
384,Jiwani,Pakistan,25.05,61.74,67.37,94,68,0.49,Asia,PK,3/22/2019
385,Platteville,United States of America,42.73,-90.48,48.2,70,1,12.75,North America,US,3/22/2019
386,Klaksvik,Faroe Islands,62.23,-6.59,42.8,81,92,27.51,Europe,FO,3/22/2019
387,Tornio,Finland,61.12,27.27,37.4,59,0,12.75,Europe,FI,3/22/2019
388,Shimoda,Japan,34.7,138.93,66.2,72,75,9.17,Asia,JP,3/22/2019
389,Ayagoz,Kazakhstan,47.96,80.43,3.74,58,0,2.95,Europe,KZ,3/22/2019
389,Ayagoz,Kazakhstan,47.96,80.43,3.74,58,0,2.95,Asia,KZ,3/22/2019
390,Mahajanga,Madagascar,-15.72,46.32,78.8,88,40,4.7,Africa,MG,3/22/2019
391,Tupiza,Bolivia,-21.44,-65.72,46.58,48,44,2.39,South America,BO,3/22/2019
392,Vestmannaeyjar,Iceland,63.44,-20.27,38.21,97,76,17.94,Europe,IS,3/22/2019
393,Mount Gambier,Australia,-37.83,140.78,66.2,93,90,11.41,Oceania,AU,3/21/2019
394,Luanda,Angola,-8.83,13.24,82.4,83,75,5.82,Africa,AO,3/22/2019
395,Hambantota,Sri Lanka,6.12,81.12,79.16,100,0,7.31,Asia,LK,3/22/2019
396,Penzance,United Kingdom of Great Britain & Northern Ireland,50.12,-5.53,53.01,93,90,5.82,Europe,GB,3/22/2019
397,Limbang,Brunei Darussalam,4.75,115.01,80.6,94,75,4.7,Asia,BN,3/21/2019
398,Rio Grande,Brazil,-32.03,-52.1,65.66,93,20,8.99,South America,BR,3/22/2019
399,Chernyshevskiy,Russian Federation,63.01,112.47,11.39,80,76,9.22,Europe,RU,3/22/2019
399,Chernyshevskiy,Russian Federation,63.01,112.47,11.39,80,76,9.22,Asia,RU,3/22/2019
400,Vestmanna,Faroe Islands,62.16,-7.17,42.8,81,92,27.51,Europe,FO,3/22/2019
401,Mehamn,Norway,71.03,27.85,32,82,56,19.73,Europe,NO,3/22/2019
402,Gigmoto,Philippines,13.78,124.39,79.88,95,8,7.99,Asia,PH,3/22/2019
403,Hovd,Norway,63.83,10.7,39.99,69,0,20.8,Europe,NO,3/22/2019
404,Kuching,Malaysia,1.56,110.34,77,94,75,2.24,Asia,MY,3/21/2019
405,Alyangula,Australia,-13.85,136.42,84.2,83,75,11.41,Oceania,AU,3/21/2019
406,Kuryk,Kazakhstan,43.18,51.68,40.37,94,0,4.18,Europe,KZ,3/22/2019
406,Kuryk,Kazakhstan,43.18,51.68,40.37,94,0,4.18,Asia,KZ,3/22/2019
407,Los Andes,Chile,-32.83,-70.6,77,23,0,12.75,South America,CL,3/22/2019
408,Harnosand,Sweden,62.63,17.94,36,64,0,8.05,Europe,SE,3/22/2019
409,Gravdal,Norway,59.79,5.78,39,100,0,10.29,Europe,NO,3/22/2019
410,Bima,Indonesia,-8.45,118.73,81.14,88,64,5.19,Asia,ID,3/22/2019
411,Tayu,Japan,35.06,136.67,66,71,75,31.09,Asia,JP,3/22/2019
412,Aqtobe,Kazakhstan,50.28,57.21,24.8,85,0,4.47,Europe,KZ,3/21/2019
412,Aqtobe,Kazakhstan,50.28,57.21,24.8,85,0,4.47,Asia,KZ,3/21/2019
413,Orlik,Russian Federation,52.51,99.83,-7.15,60,8,1.95,Europe,RU,3/22/2019
413,Orlik,Russian Federation,52.51,99.83,-7.15,60,8,1.95,Asia,RU,3/22/2019
414,Fonte Boa,Brazil,-2.51,-66.09,78.44,93,36,2.62,South America,BR,3/22/2019
415,San Cristobal,Ecuador,-0.39,-78.55,59,87,40,9.17,South America,EC,3/22/2019
416,Lazaro Cardenas,Mexico,28.39,-105.62,80.6,19,20,12.75,North America,MX,3/22/2019
417,Pindushi,Russian Federation,62.92,34.58,29.57,91,92,7.76,Europe,RU,3/22/2019
417,Pindushi,Russian Federation,62.92,34.58,29.57,91,92,7.76,Asia,RU,3/22/2019
418,Coihaique,Chile,-45.58,-72.07,55.4,66,75,3.36,South America,CL,3/22/2019
419,Mandalgovi,Mongolia,45.76,106.27,12.47,62,0,10.89,Asia,MN,3/22/2019
420,Garowe,Somalia,8.41,48.48,61.25,93,0,6.2,Africa,SO,3/22/2019
421,Aleksin,Russian Federation,54.5,37.07,32,84,88,4.47,Europe,RU,3/21/2019
421,Aleksin,Russian Federation,54.5,37.07,32,84,88,4.47,Asia,RU,3/21/2019
422,Jablah,Syrian Arab Republic,35.36,35.93,53.6,71,0,4.7,Asia,SY,3/22/2019
423,Zhezkazgan,Kazakhstan,47.8,67.71,22.01,65,68,6.64,Europe,KZ,3/22/2019
423,Zhezkazgan,Kazakhstan,47.8,67.71,22.01,65,68,6.64,Asia,KZ,3/22/2019
424,Williams Lake,Canada,52.13,-122.14,60.8,17,40,2.24,North America,CA,3/22/2019
425,Freeport,Bahamas,26.54,-78.7,66.2,88,20,3.36,North America,BS,3/22/2019
426,Honningsvag,Norway,70.98,25.97,33.44,92,48,21.3,Europe,NO,3/22/2019
427,Winslow,United Kingdom of Great Britain & Northern Ireland,51.94,-0.88,53.01,87,90,3.36,Europe,GB,3/22/2019
428,Vale,Georgia,41.62,42.88,19.67,91,68,2.28,Europe,GE,3/22/2019
428,Vale,Georgia,41.62,42.88,19.67,91,68,2.28,Asia,GE,3/22/2019
429,Seddon,New Zealand,-41.67,174.07,75.99,71,0,15.01,Oceania,NZ,3/22/2019
430,Consuegra,Spain,39.46,-3.61,42.01,62,0,5.01,Europe,ES,3/22/2019
431,Santa Isabel,Colombia,4.71,-75.1,73.4,100,90,4.7,South America,CO,3/22/2019
432,Obo,Central African Republic,5.39,26.49,68.99,79,8,2.84,Africa,CF,3/22/2019
433,Le Port,France,42.87,1.37,39,66,0,1.83,Europe,FR,3/22/2019
434,Griffith,Australia,-34.29,146.06,80.6,53,90,8.05,Oceania,AU,3/21/2019
435,Pangnirtung,Canada,66.15,-65.72,-23.98,34,8,2.17,North America,CA,3/22/2019
436,Mildura,Australia,-34.18,142.16,90,41,68,9.17,Oceania,AU,3/22/2019
437,Nurota,Uzbekistan,40.56,65.69,41,93,20,4.7,Asia,UZ,3/21/2019
438,Pechenga,Russian Federation,58.89,41.46,29.3,96,56,8.32,Europe,RU,3/22/2019
438,Pechenga,Russian Federation,58.89,41.46,29.3,96,56,8.32,Asia,RU,3/22/2019
439,Krasnorechenskiy,Russian Federation,44.63,135.35,26.15,55,68,5.97,Europe,RU,3/22/2019
439,Krasnorechenskiy,Russian Federation,44.63,135.35,26.15,55,68,5.97,Asia,RU,3/22/2019
440,Goure,Niger,13.98,10.27,75.38,48,0,2.73,Africa,NE,3/22/2019
441,Szydlowiec,Poland,51.23,20.86,51.01,79,0,1.99,Europe,PL,3/22/2019
442,Adre,Chad,13.47,22.2,68.54,28,0,6.64,Africa,TD,3/22/2019
443,Jaslo,Poland,49.75,21.47,46,80,75,10.29,Europe,PL,3/22/2019
444,Tupik,Russian Federation,54.43,119.94,8.69,52,12,3.4,Europe,RU,3/22/2019
444,Tupik,Russian Federation,54.43,119.94,8.69,52,12,3.4,Asia,RU,3/22/2019
445,Cabo San Lucas,Mexico,22.89,-109.91,78.8,47,5,4.7,North America,MX,3/22/2019
446,Pahrump,United States of America,36.21,-115.98,51.8,62,40,4.7,North America,US,3/22/2019
447,Kieta,Papua New Guinea,-6.22,155.63,78.26,100,80,4.63,Oceania,PG,3/22/2019
448,Chaozhou,China,23.66,116.62,71.6,100,75,6.71,Asia,CN,3/21/2019
449,Igarka,Russian Federation,67.47,86.57,25.61,92,88,10.67,Europe,RU,3/22/2019
449,Igarka,Russian Federation,67.47,86.57,25.61,92,88,10.67,Asia,RU,3/22/2019
450,Puerto del Rosario,Spain,28.5,-13.86,62.6,72,0,19.46,Europe,ES,3/22/2019
451,Indiana,United States of America,40.62,-79.15,48.2,93,90,3.36,North America,US,3/22/2019
452,Punta Alta,Argentina,-27.46,-55.82,66.2,63,0,4.7,South America,AR,3/22/2019
453,Amboasary,Madagascar,-25.04,46.38,78.8,94,75,7.43,Africa,MG,3/22/2019
454,Aklavik,Canada,68.22,-135.01,14,78,90,12.75,North America,CA,3/22/2019
455,Palmas Bellas,Panama,9.23,-80.09,82.4,65,20,11.41,North America,PA,3/22/2019
456,Borger,Netherlands,52.92,6.79,48.2,93,90,1.12,Europe,NL,3/22/2019
457,Mirabad,Iran,28.27,61.33,45.59,55,0,7.54,Asia,IR,3/22/2019
458,Rincon,United States of America,32.3,-81.24,64,41,1,9.17,North America,US,3/22/2019
459,Astara,Azerbaijan,38.42,48.87,35.6,100,0,3.36,Europe,AZ,3/22/2019
459,Astara,Azerbaijan,38.42,48.87,35.6,100,0,3.36,Asia,AZ,3/22/2019
460,Fukue,Japan,35.03,136.69,66,71,75,31.09,Asia,JP,3/22/2019
461,Arkansas City,United States of America,37.06,-97.04,63,38,1,4.7,North America,US,3/22/2019
462,Sept-Iles,Canada,50.2,-66.38,30.99,86,90,9.17,North America,CA,3/22/2019
463,Moranbah,Australia,-22,148.04,82.85,67,0,7.99,Oceania,AU,3/22/2019
464,Japura,Indonesia,-0.42,102.29,73.76,95,0,2.17,Asia,ID,3/22/2019
465,Maceio,Brazil,-9.67,-35.74,82.4,69,20,9.17,South America,BR,3/21/2019
466,Challapata,Bolivia,-18.9,-66.78,45.77,43,32,2.84,South America,BO,3/22/2019
467,Sungairaya,Indonesia,0.7,108.9,77.99,86,24,4.63,Asia,ID,3/22/2019
468,Senador Jose Porfirio,Brazil,-2.59,-51.95,79.79,88,8,4.74,South America,BR,3/22/2019
469,Marawi,Philippines,8,124.29,79,75,0,3,Asia,PH,3/22/2019
470,Sisimiut,Greenland,66.94,-53.67,-26.95,40,8,1.72,North America,GL,3/22/2019
471,Tashla,Russian Federation,53.71,49.75,32,96,90,2.24,Europe,RU,3/21/2019
471,Tashla,Russian Federation,53.71,49.75,32,96,90,2.24,Asia,RU,3/21/2019
472,Katherine,Australia,-14.47,132.26,78.8,83,0,5.82,Oceania,AU,3/21/2019
473,Zeya,Russian Federation,53.74,127.27,7.7,49,0,4.52,Europe,RU,3/22/2019
473,Zeya,Russian Federation,53.74,127.27,7.7,49,0,4.52,Asia,RU,3/22/2019
474,Pontian Kecil,Malaysia,1.48,103.39,80.6,83,24,2.24,Asia,MY,3/22/2019
475,Hirara,Japan,24.8,125.28,77,83,40,13.87,Asia,JP,3/22/2019
476,Maltahohe,Namibia,-24.83,16.98,63.41,30,0,5.86,Africa,,3/22/2019
477,Nabire,Indonesia,-3.36,135.5,76.19,84,8,2.17,Asia,ID,3/22/2019
478,Constantine,Algeria,36.36,6.61,42.8,87,75,3.36,Africa,DZ,3/22/2019
479,Tommot,Russian Federation,58.97,126.27,-0.4,61,0,2.51,Europe,RU,3/22/2019
479,Tommot,Russian Federation,58.97,126.27,-0.4,61,0,2.51,Asia,RU,3/22/2019
480,Talakan,Russian Federation,50.29,130.28,13.01,57,0,5.08,Europe,RU,3/22/2019
480,Talakan,Russian Federation,50.29,130.28,13.01,57,0,5.08,Asia,RU,3/22/2019
481,Belmonte,Portugal,40.36,-7.35,37,81,0,2.39,Europe,PT,3/22/2019
482,Plouzane,France,48.38,-4.62,48.2,81,90,8.05,Europe,FR,3/22/2019
483,Ambatondrazaka,Madagascar,-17.82,48.43,64.94,97,24,1.95,Africa,MG,3/22/2019
484,North Platte,United States of America,41.12,-100.77,62.01,34,0,3.4,North America,US,3/22/2019
485,Lumberton,United States of America,30.27,-94.2,71.01,30,1,5.82,North America,US,3/22/2019
486,Vizinga,Russian Federation,61.08,50.08,28.85,92,80,4.97,Europe,RU,3/22/2019
486,Vizinga,Russian Federation,61.08,50.08,28.85,92,80,4.97,Asia,RU,3/22/2019
487,Borborema,Brazil,-21.62,-49.07,69.8,90,56,18.05,South America,BR,3/22/2019
488,Berlevag,Norway,70.86,29.09,31.46,100,32,18.84,Europe,NO,3/22/2019
489,Sao Joao do Paraiso,Brazil,-15.31,-42.01,68.27,95,88,3.29,South America,BR,3/22/2019
490,El Real de Santa Maria,Panama,8.11,-77.73,81.14,66,0,8.99,North America,PA,3/22/2019
491,Macas,Ecuador,-2.3,-78.12,77,69,75,5.82,South America,EC,3/21/2019
492,Iquitos,Peru,-3.75,-73.25,42.8,319,0,3.36,South America,PE,3/21/2019
493,Balabac,Philippines,7.99,117.06,81.5,100,88,10.56,Asia,PH,3/22/2019
494,Qaqortoq,Greenland,60.72,-46.03,6.8,42,32,5.82,North America,GL,3/21/2019
495,La Ronge,Canada,55.1,-105.3,46.4,33,5,4.7,North America,CA,3/22/2019
496,Manono,Congo,-7.3,27.4,71.51,94,76,3.18,Africa,CD,3/22/2019
497,Poindimie,New Caledonia,-20.93,165.33,79.61,100,88,15.26,Oceania,NC,3/22/2019
498,Anadyr,Russian Federation,64.73,177.51,-13.01,75,0,13.42,Europe,RU,3/22/2019
498,Anadyr,Russian Federation,64.73,177.51,-13.01,75,0,13.42,Asia,RU,3/22/2019
499,Matamoros,United States of America,25.87,-97.51,73.4,64,90,10.29,North America,US,3/22/2019
500,Huilong,China,28.89,110.18,40.28,96,92,6.31,Asia,CN,3/22/2019
501,Sibolga,Indonesia,1.74,98.78,68.36,100,8,1.72,Asia,ID,3/22/2019
502,Atar,Mauritania,20.52,-13.05,72.32,20,80,4.63,Africa,MR,3/22/2019
